iter	Logloss
0	0.5872398179
1	0.473465402
2	0.3976095312
3	0.3201853732
4	0.270440491
5	0.2177958453
6	0.1819880639
7	0.1458624018
8	0.1232642325
9	0.1041646022
10	0.08855292303
11	0.07511420781
12	0.0634519756
13	0.05391136724
14	0.04628051926
15	0.04033138902
16	0.03480776763
17	0.02987681405
18	0.02614474051
19	0.02281079956
20	0.0202612087
21	0.01783531396
22	0.01580831458
23	0.01410995717
24	0.01240999082
25	0.01117421002
26	0.01003872465
27	0.008889217317
28	0.007945735917
29	0.007185346574
30	0.006514383926
31	0.005888980208
32	0.005152492693
33	0.004686562632
34	0.004309937262
35	0.003985815316
36	0.003653404549
37	0.003385503498
38	0.003116070928
39	0.002878705433
40	0.002686754138
41	0.002515910279
42	0.002354698336
43	0.00221093188
44	0.002094906149
45	0.001996971169
46	0.001871143623
47	0.001758963048
48	0.001662158419
49	0.001583937403
50	0.001504700636
51	0.001436209527
52	0.001352466859
53	0.001289455675
54	0.001220313037
55	0.001166566552
56	0.00111168255
57	0.001064850762
58	0.001014815461
59	0.0009721012747
60	0.0009367847475
61	0.0009046593068
62	0.0008677707481
63	0.0008397350356
64	0.0008124854026
65	0.0007864354046
66	0.0007544003913
67	0.0007326242877
68	0.0007058734778
69	0.0006850899315
70	0.0006633583199
71	0.0006411590153
72	0.0006207756349
73	0.0006034575632
74	0.0005885904357
75	0.0005721788601
76	0.000555024892
77	0.0005550187832
78	0.0005410670397
79	0.0005252875007
80	0.0005252787337
81	0.0005112268995
82	0.0004981168871
83	0.0004869817362
84	0.0004869875444
85	0.0004869723212
86	0.0004740153814
87	0.0004740153814
88	0.0004740004236
89	0.0004739982299
90	0.0004620725162
91	0.0004506950928
92	0.0004411028765
93	0.0004410969082
94	0.0004410969082
95	0.0004410950502
96	0.000427528278
97	0.000427528278
98	0.000427528278
99	0.000427528278
100	0.0004275233344
101	0.0004275240721
102	0.0004162014732
103	0.0004162014732
104	0.0004162088369
105	0.0004162088369
106	0.0004162088369
107	0.0004162088369
108	0.0004161954171
109	0.0004161871029
110	0.0004161871029
111	0.0004161966349
112	0.0004161868589
113	0.0004161868589
114	0.0004161868589
115	0.0004161827838
116	0.0004161827838
117	0.0004161827838
118	0.0004161782051
119	0.0004161794366
120	0.0004161794366
121	0.0004161714425
122	0.0004161642466
123	0.0004161581769
124	0.0004161514611
125	0.0004161514611
126	0.0004161443433
127	0.0004057142984
128	0.0004057089508
129	0.0004057063921
130	0.0004056983726
131	0.0004056983726
132	0.0003949053567
133	0.0003949055421
134	0.0003949055421
135	0.0003949055421
136	0.0003949020974
137	0.0003948947746
138	0.0003949026497
139	0.0003949026497
140	0.0003948944799
141	0.0003948980417
142	0.0003948980417
143	0.0003948974875
144	0.0003948974875
145	0.0003948974875
146	0.0003948974875
147	0.0003948974875
148	0.0003948888454
149	0.000394887042
150	0.000394887042
151	0.0003948744302
152	0.0003948654368
153	0.0003948654368
154	0.0003948747932
155	0.0003948826039
156	0.0003948826039
157	0.0003948818622
158	0.000394869752
159	0.000394869752
160	0.0003948773324
161	0.000383881299
162	0.0003838906047
163	0.0003838906047
164	0.0003838906047
165	0.000383879683
166	0.0003838931009
167	0.0003838795835
168	0.0003838795835
169	0.0003838795835
170	0.0003838854893
171	0.0003838729146
172	0.0003838714625
173	0.0003838759221
174	0.0003838660407
175	0.0003838655918
176	0.0003838691576
177	0.0003838575567
178	0.0003838676684
179	0.0003733768588
180	0.0003733768588
181	0.0003733800634
182	0.0003733875072
183	0.0003733736229
184	0.0003733736229
185	0.0003733761659
186	0.0003733742825
187	0.0003733821439
188	0.0003733600879
189	0.0003733675921
190	0.0003733675921
191	0.000373356891
192	0.000373356891
193	0.000373356891
194	0.0003733547188
195	0.0003733609447
196	0.0003733609447
197	0.0003733442987
198	0.000373350304
199	0.000373350304
200	0.000373350304
201	0.0003733436898
202	0.0003733436898
203	0.0003733262065
204	0.0003733262065
205	0.0003733277893
206	0.0003733277893
207	0.0003733397747
208	0.0003733397747
209	0.0003733187003
210	0.0003733269365
211	0.0003733288491
212	0.0003733185208
213	0.0003733211848
214	0.0003733102729
215	0.000373315722
216	0.0003639217533
217	0.0003639312815
218	0.0003639320797
219	0.000363917967
220	0.0003639295718
221	0.0003639074181
222	0.000363915139
223	0.0003639041373
224	0.0003639129707
225	0.0003639093659
226	0.0003638977534
227	0.0003638901632
228	0.0003638899427
229	0.0003638934616
230	0.0003638934616
231	0.0003638934616
232	0.000363888112
233	0.0003638810215
234	0.0003638692079
235	0.0003638700628
236	0.000363856356
237	0.0003638695104
238	0.0003638636885
239	0.0003638636885
240	0.0003638619652
241	0.0003638619652
242	0.0003638619652
243	0.0003638619652
244	0.0003638518262
245	0.0003638560457
246	0.0003638550816
247	0.0003638565415
248	0.0003638533407
249	0.0003638533407
250	0.0003638533407
251	0.0003638496011
252	0.0003638568262
253	0.0003638568262
254	0.0003638568262
255	0.0003638568262
256	0.0003638469975
257	0.0003638469975
258	0.0003638365755
259	0.0003638365755
260	0.0003638338958
261	0.0003638338958
262	0.0003638316865
263	0.0003638388433
264	0.0003638267956
265	0.0003638311986
266	0.0003638300119
267	0.0003638300119
268	0.0003638169844
269	0.0003638169844
270	0.0003638217094
271	0.0003638217094
272	0.0003638180325
273	0.0003638189419
274	0.0003638189419
275	0.0003638106668
276	0.0003638075948
277	0.0003638075948
278	0.0003638045346
279	0.0003638045346
280	0.000363809121
281	0.0003638047482
282	0.0003638064715
283	0.0003638064715
284	0.0003638064715
285	0.0003638064715
286	0.0003637980558
287	0.0003637874328
288	0.0003637874328
289	0.0003637874328
290	0.0003637804711
291	0.0003637789468
292	0.000363783504
293	0.0003637761247
294	0.0003637761247
295	0.0003637686419
296	0.000363772598
297	0.000363772598
298	0.0003637640086
299	0.0003637560535
300	0.0003637560535
